Index,Scene,Trajectory Name,File Path,Num Waypoints,X Start,X End,X Change,X Range,Y Start,Y End,Y Change,Y Range,Z Start,Z End,Z Change,Z Range,Euclidean Distance,Path Length,Requires Chassis,Chassis Movement Score
263,unknown,dolly_push_in_040,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_040.json,120,1.0500,4.0463,2.9963,2.9963,0.0800,0.1686,0.0886,0.2981,0.8600,0.8688,0.0088,0.0554,2.9976,3.0996,True,2.9976
264,unknown,arc_left_push_053,trajectoryToLearn\world_json\cinematic_db\arc_left_push\arc_left_push_053.json,120,1.0500,3.9253,2.8753,2.8812,0.0800,-0.7652,0.8452,1.0000,0.8600,0.8336,0.0264,0.0477,2.9971,3.2438,True,2.9970
265,scene_4,approach_smooth_traj_10,trajectoryToLearn\world_json\scene_4\approach_smooth_traj_10.json,300,1.0500,4.0400,2.9900,2.9900,0.0800,-0.1024,0.1824,0.1973,0.8600,0.9599,0.0999,0.0999,2.9972,3.0101,True,2.9956
266,scene_4,approach_smooth_traj_4,trajectoryToLearn\world_json\scene_4\approach_smooth_traj_4.json,300,1.0500,4.0400,2.9900,2.9900,0.0800,-0.0972,0.1772,0.1772,0.8600,0.9599,0.0999,0.0999,2.9969,3.0063,True,2.9952
267,scene_4,approach_smooth_traj_3,trajectoryToLearn\world_json\scene_4\approach_smooth_traj_3.json,300,1.0500,4.0400,2.9900,2.9900,0.0800,0.2457,0.1657,0.1657,0.8600,0.9599,0.0999,0.0999,2.9963,3.0107,True,2.9946
268,scene_4,approach_smooth_traj_9,trajectoryToLearn\world_json\scene_4\approach_smooth_traj_9.json,300,1.0500,4.0400,2.9900,2.9900,0.0800,-0.0681,0.1481,0.1613,0.8600,0.9599,0.0999,0.0999,2.9953,3.0076,True,2.9937
269,scene_4,approach_smooth_traj_5,trajectoryToLearn\world_json\scene_4\approach_smooth_traj_5.json,300,1.0500,4.0400,2.9900,2.9900,0.0800,-0.0420,0.1220,0.1220,0.8600,0.9599,0.0999,0.0999,2.9942,3.0042,True,2.9925
270,unknown,tracking_zigzag_028,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_028.json,120,1.0500,3.9654,2.9154,2.9154,0.0800,0.7526,0.6726,0.9606,0.8600,0.9776,0.1176,0.2351,2.9943,3.3714,True,2.9920
271,scene_4,approach_smooth_traj_2,trajectoryToLearn\world_json\scene_4\approach_smooth_traj_2.json,300,1.0500,4.0400,2.9900,2.9900,0.0800,0.1754,0.0954,0.0954,0.8600,0.9599,0.0999,0.0999,2.9932,3.0049,True,2.9915
272,scene_4,approach_smooth_traj_8,trajectoryToLearn\world_json\scene_4\approach_smooth_traj_8.json,300,1.0500,4.0400,2.9900,2.9900,0.0800,0.1492,0.0692,0.1042,0.8600,0.9599,0.0999,0.0999,2.9925,3.0049,True,2.9908
273,unknown,orbit_right_064,trajectoryToLearn\world_json\cinematic_db\orbit_right\orbit_right_064.json,120,1.0500,3.9368,2.8868,2.8868,0.0800,0.8617,0.7817,0.7932,0.8600,0.9095,0.0495,0.1731,2.9911,3.1713,True,2.9907
274,scene_4,approach_smooth_traj_7,trajectoryToLearn\world_json\scene_4\approach_smooth_traj_7.json,300,1.0500,4.0400,2.9900,2.9900,0.0800,0.0300,0.0500,0.0575,0.8600,0.9599,0.0999,0.0999,2.9921,3.0023,True,2.9904
275,scene_4,approach_smooth_traj_6,trajectoryToLearn\world_json\scene_4\approach_smooth_traj_6.json,300,1.0500,4.0400,2.9900,2.9900,0.0800,0.0647,0.0153,0.0355,0.8600,0.9599,0.0999,0.0999,2.9917,3.0010,True,2.9900
276,scene_4,approach_smooth_traj_1,trajectoryToLearn\world_json\scene_4\approach_smooth_traj_1.json,300,1.0500,4.0400,2.9900,2.9900,0.0800,0.0753,0.0047,0.0445,0.8600,0.9599,0.0999,0.0999,2.9917,3.0029,True,2.9900
277,scene_4,approach_smooth_traj_1_processed,trajectoryToLearn\world_json\scene_4\approach_smooth_traj_1_processed.json,100,1.0500,4.0400,2.9900,2.9900,0.0800,0.0800,0.0000,0.0000,0.7600,0.9600,0.2000,0.2000,2.9967,3.0292,True,2.9900
278,unknown,arc_left_push_097,trajectoryToLearn\world_json\cinematic_db\arc_left_push\arc_left_push_097.json,120,1.0500,3.9927,2.9427,2.9427,0.0800,-0.4432,0.5232,0.6777,0.8600,0.9166,0.0566,0.1260,2.9894,3.1394,True,2.9888
279,unknown,orbit_right_032,trajectoryToLearn\world_json\cinematic_db\orbit_right\orbit_right_032.json,120,1.0500,3.9016,2.8516,2.8516,0.0800,0.9626,0.8826,1.2496,0.8600,0.9306,0.0706,0.0706,2.9859,3.6236,True,2.9851
280,unknown,arc_left_push_064,trajectoryToLearn\world_json\cinematic_db\arc_left_push\arc_left_push_064.json,120,1.0500,3.9211,2.8711,3.1480,0.0800,-0.7351,0.8151,0.8151,0.8600,0.8162,0.0438,0.0848,2.9849,3.6545,True,2.9846
281,unknown,dolly_push_in_083,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_083.json,120,1.0500,4.0341,2.9841,2.9844,0.0800,0.0834,0.0034,0.2704,0.8600,0.8879,0.0279,0.0918,2.9842,3.1026,True,2.9841
282,unknown,tracking_zigzag_043,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_043.json,120,1.0500,3.9926,2.9426,2.9426,0.0800,0.5714,0.4914,0.7593,0.8600,0.9172,0.0572,0.1143,2.9839,3.2164,True,2.9834
283,unknown,arc_left_push_055,trajectoryToLearn\world_json\cinematic_db\arc_left_push\arc_left_push_055.json,120,1.0500,3.9450,2.8950,2.9470,0.0800,-0.6248,0.7048,0.7048,0.8600,1.0303,0.1703,0.1704,2.9845,3.1473,True,2.9796
284,unknown,dolly_push_in_022,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_022.json,120,1.0500,4.0238,2.9738,2.9738,0.0800,0.0075,0.0725,0.2985,0.8600,0.9232,0.0632,0.0877,2.9754,3.0979,True,2.9747
285,unknown,dolly_push_in_008,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_008.json,120,1.0500,4.0222,2.9722,2.9722,0.0800,-0.0155,0.0955,0.2396,0.8600,0.8193,0.0407,0.0742,2.9740,3.0645,True,2.9738
286,unknown,tracking_zigzag_011,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_011.json,120,1.0500,4.0111,2.9611,2.9611,0.0800,-0.1699,0.2499,0.6565,0.8600,0.9323,0.0723,0.1446,2.9725,3.4746,True,2.9716
287,unknown,arc_left_push_058,trajectoryToLearn\world_json\cinematic_db\arc_left_push\arc_left_push_058.json,120,1.0500,3.8483,2.7983,2.7983,0.0800,-0.9200,1.0000,1.0000,0.8600,0.7847,0.0753,0.1068,2.9726,3.0835,True,2.9716
288,unknown,dolly_push_in_035,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_035.json,120,1.0500,4.0196,2.9696,2.9696,0.0800,0.0284,0.0516,0.1463,0.8600,0.7755,0.0845,0.1232,2.9712,3.0601,True,2.9700
289,unknown,tracking_zigzag_071,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_071.json,120,1.0500,3.9259,2.8759,2.8759,0.0800,0.8124,0.7324,1.1337,0.8600,0.9304,0.0704,0.1408,2.9685,3.5117,True,2.9677
290,unknown,arc_left_push_042,trajectoryToLearn\world_json\cinematic_db\arc_left_push\arc_left_push_042.json,120,1.0500,3.8441,2.7941,2.7941,0.0800,-0.9200,1.0000,1.0000,0.8600,0.9281,0.0681,0.0719,2.9684,3.1377,True,2.9676
291,unknown,dolly_push_in_071,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_071.json,120,1.0500,4.0157,2.9657,2.9657,0.0800,0.1564,0.0764,0.1175,0.8600,0.8589,0.0011,0.0577,2.9667,2.9790,True,2.9667
292,unknown,orbit_left_042,trajectoryToLearn\world_json\cinematic_db\orbit_left\orbit_left_042.json,120,1.0500,3.8393,2.7893,2.7893,0.0800,-0.9199,0.9999,1.3967,0.8600,0.6480,0.2120,0.2481,2.9707,3.8082,True,2.9631
293,unknown,tracking_zigzag_093,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_093.json,120,1.0500,3.9951,2.9451,2.9451,0.0800,0.4054,0.3254,0.4653,0.8600,0.9282,0.0682,0.1363,2.9638,3.0779,True,2.9630
294,unknown,arc_left_push_012,trajectoryToLearn\world_json\cinematic_db\arc_left_push\arc_left_push_012.json,120,1.0500,3.8526,2.8026,2.8534,0.0800,-0.8765,0.9565,1.0000,0.8600,0.8567,0.0033,0.0562,2.9613,3.2228,True,2.9613
295,unknown,orbit_right_073,trajectoryToLearn\world_json\cinematic_db\orbit_right\orbit_right_073.json,120,1.0500,3.9719,2.9219,2.9219,0.0800,0.5580,0.4780,0.7018,0.8600,0.8170,0.0430,0.1750,2.9610,3.4974,True,2.9607
296,unknown,orbit_left_068,trajectoryToLearn\world_json\cinematic_db\orbit_left\orbit_left_068.json,120,1.0500,3.9397,2.8897,2.8938,0.0800,-0.5608,0.6408,0.7721,0.8600,0.8494,0.0106,0.1046,2.9599,3.2296,True,2.9599
297,unknown,tracking_zigzag_037,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_037.json,120,1.0500,3.9542,2.9042,2.9042,0.0800,0.6467,0.5667,1.0089,0.8600,0.9259,0.0659,0.1318,2.9597,3.4988,True,2.9590
298,unknown,dolly_push_in_074,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_074.json,120,1.0500,4.0044,2.9544,2.9554,0.0800,-0.0245,0.1045,0.2004,0.8600,0.8383,0.0217,0.0614,2.9564,2.9915,True,2.9563
299,unknown,dolly_push_in_062,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_062.json,120,1.0500,3.9978,2.9478,2.9491,0.0800,-0.1129,0.1929,0.2923,0.8600,0.9575,0.0975,0.1147,2.9557,3.1168,True,2.9541
300,unknown,orbit_right_097,trajectoryToLearn\world_json\cinematic_db\orbit_right\orbit_right_097.json,120,1.0500,3.8991,2.8491,2.8499,0.0800,0.8459,0.7659,0.8099,0.8600,0.8976,0.0376,0.2117,2.9505,3.0912,True,2.9503
301,unknown,orbit_left_011,trajectoryToLearn\world_json\cinematic_db\orbit_left\orbit_left_011.json,120,1.0500,3.8488,2.7988,2.7988,0.0800,-0.8386,0.9186,1.2111,0.8600,0.8737,0.0137,0.1785,2.9457,3.4626,True,2.9457
302,unknown,orbit_left_079,trajectoryToLearn\world_json\cinematic_db\orbit_left\orbit_left_079.json,120,1.0500,3.9112,2.8612,2.8662,0.0800,-0.6200,0.7000,0.9720,0.8600,0.9265,0.0665,0.1742,2.9464,3.3487,True,2.9456
303,unknown,dolly_push_in_033,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_033.json,120,1.0500,3.9938,2.9438,2.9453,0.0800,0.1759,0.0959,0.2656,0.8600,0.8504,0.0096,0.0357,2.9454,3.0539,True,2.9454
304,unknown,orbit_right_081,trajectoryToLearn\world_json\cinematic_db\orbit_right\orbit_right_081.json,120,1.0500,3.8756,2.8256,2.8256,0.0800,0.9083,0.8283,0.9937,0.8600,0.9576,0.0976,0.2627,2.9461,3.2942,True,2.9445
305,unknown,dolly_push_in_038,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_038.json,120,1.0500,3.9833,2.9333,2.9333,0.0800,0.2530,0.1730,0.2910,0.8600,0.8798,0.0198,0.0431,2.9385,2.9864,True,2.9384
306,unknown,tracking_zigzag_027,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_027.json,120,1.0500,3.9870,2.9370,2.9370,0.0800,0.0300,0.0500,0.8944,0.8600,0.9378,0.0778,0.1555,2.9385,3.7819,True,2.9375
307,unknown,tracking_zigzag_009,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_009.json,120,1.0500,3.9847,2.9347,2.9347,0.0800,0.1818,0.1018,0.4596,0.8600,0.9340,0.0740,0.1480,2.9374,3.1811,True,2.9364
308,unknown,arc_left_push_056,trajectoryToLearn\world_json\cinematic_db\arc_left_push\arc_left_push_056.json,120,1.0500,3.8154,2.7654,2.8765,0.0800,-0.9000,0.9800,0.9817,0.8600,0.7155,0.1445,0.1445,2.9374,3.3093,True,2.9339
309,unknown,orbit_right_099,trajectoryToLearn\world_json\cinematic_db\orbit_right\orbit_right_099.json,120,1.0500,3.9047,2.8547,2.8566,0.0800,0.7196,0.6396,0.6557,0.8600,1.0180,0.1580,0.2245,2.9297,3.0183,True,2.9254
310,unknown,arc_left_push_054,trajectoryToLearn\world_json\cinematic_db\arc_left_push\arc_left_push_054.json,120,1.0500,3.8444,2.7944,3.0123,0.0800,-0.7822,0.8622,1.0148,0.8600,0.9845,0.1245,0.1245,2.9270,3.7244,True,2.9244
311,unknown,tracking_zigzag_082,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_082.json,120,1.0500,3.8573,2.8073,2.8073,0.0800,0.8886,0.8086,1.1687,0.8600,0.9602,0.1002,0.2004,2.9232,3.4379,True,2.9215
312,unknown,dolly_push_in_021,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_021.json,120,1.0500,3.9664,2.9164,2.9164,0.0800,0.1603,0.0803,0.1458,0.8600,0.9481,0.0881,0.1134,2.9188,2.9600,True,2.9175
313,unknown,arc_left_push_004,trajectoryToLearn\world_json\cinematic_db\arc_left_push\arc_left_push_004.json,120,1.0500,3.9531,2.9031,3.0443,0.0800,-0.1390,0.2190,0.2337,0.8600,0.8656,0.0056,0.0150,2.9114,3.2389,True,2.9114
314,unknown,dolly_push_in_049,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_049.json,120,1.0500,3.9599,2.9099,2.9115,0.0800,0.0781,0.0019,0.1062,0.8600,0.8039,0.0561,0.0626,2.9105,2.9586,True,2.9099
315,unknown,tracking_zigzag_052,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_052.json,120,1.0500,3.9315,2.8815,2.8815,0.0800,0.4474,0.3674,0.9497,0.8600,0.9320,0.0720,0.1441,2.9057,3.4779,True,2.9048
316,unknown,arc_left_push_044,trajectoryToLearn\world_json\cinematic_db\arc_left_push\arc_left_push_044.json,120,1.0500,3.7758,2.7258,2.7267,0.0800,-0.9200,1.0000,1.0000,0.8600,0.9498,0.0898,0.1336,2.9048,3.2327,True,2.9034
317,unknown,orbit_left_051,trajectoryToLearn\world_json\cinematic_db\orbit_left\orbit_left_051.json,120,1.0500,3.9091,2.8591,2.8698,0.0800,-0.3812,0.4612,0.5731,0.8600,0.8604,0.0004,0.2047,2.8960,3.5554,True,2.8960
318,unknown,dolly_push_in_027,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_027.json,120,1.0500,3.9421,2.8921,2.8921,0.0800,-0.0477,0.1277,0.1388,0.8600,0.8575,0.0025,0.0141,2.8950,2.9099,True,2.8950
319,unknown,tracking_zigzag_005,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_005.json,120,1.0500,3.9368,2.8868,2.8868,0.0800,-0.0897,0.1697,0.4376,0.8600,0.9863,0.1263,0.2527,2.8945,3.2034,True,2.8918
320,unknown,dolly_push_in_064,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_064.json,120,1.0500,3.9358,2.8858,2.8858,0.0800,-0.0277,0.1077,0.2252,0.8600,0.7923,0.0677,0.1038,2.8886,3.0067,True,2.8879
321,unknown,orbit_right_011,trajectoryToLearn\world_json\cinematic_db\orbit_right\orbit_right_011.json,120,1.0500,3.8388,2.7888,2.7888,0.0800,0.8223,0.7423,1.4259,0.8600,0.7676,0.0924,0.0979,2.8873,4.1760,True,2.8859
322,unknown,tracking_zigzag_019,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_019.json,120,1.0500,3.9091,2.8591,2.8591,0.0800,0.4629,0.3829,0.6080,0.8600,0.9928,0.1328,0.2656,2.8877,3.1456,True,2.8846
323,unknown,tracking_zigzag_029,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_029.json,120,1.0500,3.8651,2.8151,2.8151,0.0800,0.6773,0.5973,0.9879,0.8600,1.0007,0.1407,0.2814,2.8812,3.4091,True,2.8777
324,unknown,tracking_zigzag_061,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_061.json,120,1.0500,3.9105,2.8605,2.8605,0.0800,-0.2333,0.3133,0.8717,0.8600,0.9334,0.0734,0.1468,2.8786,3.6577,True,2.8776
325,unknown,dolly_push_in_012,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_012.json,120,1.0500,3.9043,2.8543,2.8543,0.0800,0.4303,0.3503,0.4087,0.8600,0.8329,0.0271,0.0473,2.8759,2.9688,True,2.8758
326,unknown,dolly_push_in_026,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_026.json,120,1.0500,3.9064,2.8564,2.8568,0.0800,-0.2339,0.3139,0.3657,0.8600,0.8378,0.0222,0.0222,2.8737,2.9236,True,2.8736
327,unknown,orbit_right_059,trajectoryToLearn\world_json\cinematic_db\orbit_right\orbit_right_059.json,120,1.0500,3.7917,2.7417,2.7417,0.0800,0.9315,0.8515,0.8515,0.8600,0.5739,0.2861,0.3087,2.8851,3.2898,True,2.8709
328,unknown,arc_left_push_085,trajectoryToLearn\world_json\cinematic_db\arc_left_push\arc_left_push_085.json,120,1.0500,3.7909,2.7409,2.7432,0.0800,-0.7654,0.8454,0.8590,0.8600,0.9238,0.0638,0.0639,2.8690,2.9276,True,2.8683
329,unknown,dolly_push_in_058,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_058.json,120,1.0500,3.9154,2.8654,2.8654,0.0800,-0.0361,0.1161,0.1905,0.8600,0.9599,0.0999,0.1198,2.8695,2.9525,True,2.8678
330,unknown,orbit_left_077,trajectoryToLearn\world_json\cinematic_db\orbit_left\orbit_left_077.json,120,1.0500,3.8266,2.7766,2.7766,0.0800,-0.6314,0.7114,0.9245,0.8600,0.9492,0.0892,0.1840,2.8677,3.7285,True,2.8663
331,unknown,arc_left_push_003,trajectoryToLearn\world_json\cinematic_db\arc_left_push\arc_left_push_003.json,120,1.0500,3.7371,2.6871,2.6874,0.0800,-0.9162,0.9962,1.0000,0.8600,0.7422,0.1178,0.1178,2.8683,3.1406,True,2.8659
332,unknown,arc_left_push_014,trajectoryToLearn\world_json\cinematic_db\arc_left_push\arc_left_push_014.json,120,1.0500,3.7987,2.7487,2.7995,0.0800,-0.7213,0.8013,0.8949,0.8600,0.7729,0.0871,0.0871,2.8644,3.1197,True,2.8631
333,unknown,orbit_right_090,trajectoryToLearn\world_json\cinematic_db\orbit_right\orbit_right_090.json,120,1.0500,3.8944,2.8444,2.8444,0.0800,0.4002,0.3202,0.4710,0.8600,0.8078,0.0522,0.1180,2.8629,3.4119,True,2.8624
334,unknown,orbit_right_095,trajectoryToLearn\world_json\cinematic_db\orbit_right\orbit_right_095.json,120,1.0500,3.7400,2.6900,2.6900,0.0800,1.0559,0.9759,1.0268,0.8600,0.9199,0.0599,0.2342,2.8622,3.1350,True,2.8615
335,unknown,dolly_push_in_055,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_055.json,120,1.0500,3.9087,2.8587,2.8587,0.0800,0.1610,0.0810,0.1924,0.8600,0.9569,0.0969,0.1052,2.8615,2.9264,True,2.8599
336,unknown,dolly_push_in_078,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_078.json,120,1.0500,3.9049,2.8549,2.8553,0.0800,-0.0232,0.1032,0.2842,0.8600,0.8257,0.0343,0.0698,2.8570,3.0017,True,2.8568
337,unknown,orbit_right_024,trajectoryToLearn\world_json\cinematic_db\orbit_right\orbit_right_024.json,120,1.0500,3.8750,2.8250,2.8254,0.0800,0.4051,0.3251,0.5689,0.8600,0.7589,0.1011,0.1184,2.8454,3.5471,True,2.8436
338,unknown,tracking_zigzag_091,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_091.json,120,1.0500,3.8826,2.8326,2.8326,0.0800,0.3133,0.2333,0.6783,0.8600,0.9770,0.1170,0.2339,2.8446,3.2379,True,2.8422
339,unknown,arc_left_push_018,trajectoryToLearn\world_json\cinematic_db\arc_left_push\arc_left_push_018.json,120,1.0500,3.7160,2.6660,2.6662,0.0800,-0.9030,0.9830,1.0000,0.8600,0.6684,0.1916,0.1916,2.8479,2.9422,True,2.8415
340,unknown,dolly_push_in_000,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_000.json,120,1.0500,3.8900,2.8400,2.8400,0.0800,0.1385,0.0585,0.2655,0.8600,0.8796,0.0196,0.0275,2.8406,2.9483,True,2.8406
341,unknown,tracking_zigzag_047,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_047.json,120,1.0500,3.8754,2.8254,2.8254,0.0800,-0.2117,0.2917,1.0045,0.8600,0.9395,0.0795,0.1589,2.8415,3.8734,True,2.8404
342,unknown,arc_left_push_008,trajectoryToLearn\world_json\cinematic_db\arc_left_push\arc_left_push_008.json,120,1.0500,3.8499,2.7999,2.7999,0.0800,-0.3874,0.4674,0.4674,0.8600,0.8421,0.0179,0.0602,2.8387,2.9613,True,2.8387
343,unknown,dolly_push_in_041,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_041.json,120,1.0500,3.8867,2.8367,2.8367,0.0800,0.0737,0.0063,0.1533,0.8600,0.8278,0.0322,0.0468,2.8368,2.8798,True,2.8367
344,unknown,dolly_push_in_069,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_069.json,120,1.0500,3.8799,2.8299,2.8299,0.0800,-0.0725,0.1525,0.2518,0.8600,0.9648,0.1048,0.1292,2.8359,2.8975,True,2.8340
345,unknown,orbit_left_031,trajectoryToLearn\world_json\cinematic_db\orbit_left\orbit_left_031.json,120,1.0500,3.8318,2.7818,2.7818,0.0800,-0.4551,0.5351,0.8465,0.8600,0.5619,0.2981,0.3316,2.8484,3.9519,True,2.8327
346,unknown,dolly_push_in_015,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_015.json,120,1.0500,3.8619,2.8119,2.8119,0.0800,-0.2346,0.3146,0.3969,0.8600,0.9299,0.0699,0.0699,2.8303,2.9209,True,2.8295
347,unknown,arc_left_push_024,trajectoryToLearn\world_json\cinematic_db\arc_left_push\arc_left_push_024.json,120,1.0500,3.7424,2.6924,2.7318,0.0800,-0.7684,0.8484,1.0000,0.8600,0.9271,0.0671,0.0900,2.8238,3.2190,True,2.8230
348,unknown,arc_left_push_067,trajectoryToLearn\world_json\cinematic_db\arc_left_push\arc_left_push_067.json,120,1.0500,3.7370,2.6870,2.6870,0.0800,-0.7795,0.8595,0.9462,0.8600,0.7567,0.1033,0.1112,2.8230,3.0295,True,2.8211
349,unknown,dolly_push_in_031,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_031.json,120,1.0500,3.8685,2.8185,2.8185,0.0800,0.0065,0.0735,0.1586,0.8600,0.7993,0.0607,0.0940,2.8201,2.8421,True,2.8195
350,unknown,dolly_push_in_098,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_098.json,120,1.0500,3.8653,2.8153,2.8161,0.0800,0.2099,0.1299,0.1464,0.8600,0.8555,0.0045,0.0440,2.8183,2.8322,True,2.8183
351,unknown,arc_left_push_047,trajectoryToLearn\world_json\cinematic_db\arc_left_push\arc_left_push_047.json,120,1.0500,3.6923,2.6423,2.7336,0.0800,-0.8886,0.9686,0.9862,0.8600,1.0018,0.1418,0.1474,2.8178,3.2484,True,2.8142
352,unknown,orbit_left_085,trajectoryToLearn\world_json\cinematic_db\orbit_left\orbit_left_085.json,120,1.0500,3.8226,2.7726,2.7726,0.0800,-0.4008,0.4808,0.4959,0.8600,0.9215,0.0615,0.1603,2.8147,2.9879,True,2.8140
353,unknown,tracking_zigzag_069,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_069.json,120,1.0500,3.8353,2.7853,2.7853,0.0800,0.4035,0.3235,0.4535,0.8600,0.9149,0.0549,0.1098,2.8045,2.9050,True,2.8040
354,unknown,orbit_left_021,trajectoryToLearn\world_json\cinematic_db\orbit_left\orbit_left_021.json,120,1.0500,3.7927,2.7427,2.7454,0.0800,-0.4966,0.5766,0.6196,0.8600,0.7249,0.1351,0.2033,2.8059,2.9085,True,2.8027
355,unknown,tracking_zigzag_007,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_007.json,120,1.0500,3.8375,2.7875,2.7875,0.0800,0.3637,0.2837,0.4079,0.8600,1.0190,0.1590,0.3179,2.8064,2.9379,True,2.8019
356,unknown,tracking_zigzag_033,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_033.json,120,1.0500,3.8501,2.8001,2.8001,0.0800,-0.0052,0.0852,0.4895,0.8600,0.9133,0.0533,0.1066,2.8019,3.1950,True,2.8014
357,unknown,orbit_right_006,trajectoryToLearn\world_json\cinematic_db\orbit_right\orbit_right_006.json,120,1.0500,3.6664,2.6164,2.6164,0.0800,1.0800,1.0000,1.0073,0.8600,0.9379,0.0779,0.2822,2.8021,2.9504,True,2.8010
358,unknown,dolly_push_in_024,trajectoryToLearn\world_json\cinematic_db\dolly_push_in\dolly_push_in_024.json,120,1.0500,3.8397,2.7897,2.7897,0.0800,0.3006,0.2206,0.3378,0.8600,0.8878,0.0278,0.0611,2.7985,2.8576,True,2.7984
359,unknown,tracking_zigzag_056,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_056.json,120,1.0500,3.8459,2.7959,2.7959,0.0800,0.1828,0.1028,0.3397,0.8600,0.9244,0.0644,0.1288,2.7985,2.9505,True,2.7978
360,unknown,tracking_zigzag_006,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_006.json,120,1.0500,3.8477,2.7977,2.7977,0.0800,0.0983,0.0183,0.4876,0.8600,0.9732,0.1132,0.2264,2.8000,3.1352,True,2.7977
361,unknown,orbit_left_037,trajectoryToLearn\world_json\cinematic_db\orbit_left\orbit_left_037.json,120,1.0500,3.6909,2.6409,2.6409,0.0800,-0.8365,0.9165,1.4815,0.8600,0.8369,0.0231,0.1742,2.7955,4.0279,True,2.7954
362,unknown,tracking_zigzag_057,trajectoryToLearn\world_json\cinematic_db\tracking_zigzag\tracking_zigzag_057.json,120,1.0500,3.7886,2.7386,2.7386,0.0800,0.6387,0.5587,0.7678,0.8600,0.9658,0.1058,0.2115,2.7970,3.0166,True,2.7950
363,unknown,orbit_right_044,trajectoryToLearn\world_json\cinematic_db\orbit_right\orbit_right_044.json,120,1.0500,3.7838,2.7338,2.7424,0.0800,0.6607,0.5807,0.7363,0.8600,0.9126,0.0526,0.1696,2.7953,3.3630,True,2.7948
364,unknown,orbit_right_077,trajectoryToLearn\world_json\cinematic_db\orbit_right\orbit_right_077.json,120,1.0500,3.7930,2.7430,2.7430,0.0800,0.6048,0.5248,0.7282,0.8600,0.7824,0.0776,0.1498,2.7939,3.1124,True,2.7928
365,unknown,orbit_left_032,trajectoryToLearn\world_json\cinematic_db\orbit_left\orbit_left_032.json,120,1.0500,3.7353,2.6853,2.6854,0.0800,-0.6512,0.7312,0.7408,0.8600,0.7642,0.0958,0.2078,2.7847,2.9724,True,2.7830
