trajectory_path,category,length,duration_s,waypoint_dt_s,start_waypoint_min_idx,start_waypoint_max_idx,horizontal_displacement_m,horizontal_range_m,path_length_m
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_010.json,dolly_pull_out,120,12.0,0.1,30,83,1.509232,1.510716,1.73249
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_007.json,dolly_pull_out,120,12.0,0.1,30,83,1.505044,1.51078,1.718931
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_050.json,dolly_pull_out,120,12.0,0.1,30,83,1.500014,1.510891,1.897369
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_020.json,dolly_pull_out,120,12.0,0.1,30,83,1.50341,1.511155,1.764732
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_043.json,dolly_pull_out,120,12.0,0.1,30,83,1.50877,1.511189,1.693708
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_074.json,dolly_pull_out,120,12.0,0.1,30,83,1.500025,1.511201,1.804897
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_016.json,dolly_pull_out,120,12.0,0.1,30,83,1.509185,1.511611,1.705882
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_045.json,dolly_pull_out,120,12.0,0.1,30,83,1.502897,1.511632,1.739832
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_091.json,dolly_pull_out,120,12.0,0.1,30,83,1.509914,1.511755,1.837085
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_099.json,dolly_pull_out,120,12.0,0.1,30,83,1.50041,1.511771,1.739448
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_031.json,dolly_pull_out,120,12.0,0.1,30,83,1.505335,1.511997,1.695817
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_047.json,dolly_pull_out,120,12.0,0.1,30,83,1.509982,1.512001,1.778107
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_070.json,dolly_pull_out,120,12.0,0.1,30,83,1.503204,1.512044,1.668172
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_024.json,dolly_pull_out,120,12.0,0.1,30,83,1.507551,1.512246,1.8126
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_055.json,dolly_pull_out,120,12.0,0.1,30,83,1.511671,1.512658,1.700008
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_069.json,dolly_pull_out,120,12.0,0.1,30,83,1.506634,1.512731,1.741388
trajectoryToLearn/world_json/scene_1/traj_2.json,scene_1,300,30.0,0.1,75,209,1.5,1.513274,1.933063
trajectoryToLearn/world_json/scene_1/traj_8.json,scene_1,300,30.0,0.1,75,209,1.5,1.513274,1.962658
trajectoryToLearn/world_json/scene_1/traj_1.json,scene_1,300,30.0,0.1,75,209,1.5,1.513274,1.917573
trajectoryToLearn/world_json/scene_1/traj_9.json,scene_1,300,30.0,0.1,75,209,1.5,1.513274,1.950039
trajectoryToLearn/world_json/scene_1/traj_7.json,scene_1,300,30.0,0.1,75,209,1.5,1.513274,1.952193
trajectoryToLearn/world_json/scene_1/traj_5.json,scene_1,300,30.0,0.1,75,209,1.5,1.513274,1.958757
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_049.json,dolly_pull_out,120,12.0,0.1,30,83,1.512446,1.513512,1.723068
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_081.json,dolly_pull_out,120,12.0,0.1,30,83,1.500033,1.513748,1.870218
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_026.json,dolly_pull_out,120,12.0,0.1,30,83,1.504168,1.513768,1.73886
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_037.json,dolly_pull_out,120,12.0,0.1,30,83,1.501889,1.513852,1.779803
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_053.json,crane_up,120,12.0,0.1,30,83,1.514225,1.514225,1.66416
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_027.json,dolly_pull_out,120,12.0,0.1,30,83,1.502573,1.514579,1.779152
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_022.json,dolly_pull_out,120,12.0,0.1,30,83,1.500067,1.514993,1.766804
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_056.json,dolly_pull_out,120,12.0,0.1,30,83,1.500035,1.515114,1.854349
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_071.json,dolly_pull_out,120,12.0,0.1,30,83,1.508568,1.515507,1.811256
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_000.json,dolly_pull_out,120,12.0,0.1,30,83,1.500595,1.515709,1.781761
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_070.json,crane_down,120,12.0,0.1,30,83,1.499579,1.515802,1.680262
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_021.json,dolly_pull_out,120,12.0,0.1,30,83,1.503904,1.51614,1.826487
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_034.json,dolly_pull_out,120,12.0,0.1,30,83,1.511948,1.516485,1.838214
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_062.json,dolly_pull_out,120,12.0,0.1,30,83,1.502772,1.516533,1.868766
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_029.json,dolly_pull_out,120,12.0,0.1,30,83,1.508622,1.51675,1.768084
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_054.json,dolly_pull_out,120,12.0,0.1,30,83,1.509279,1.516964,1.827638
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_064.json,dolly_pull_out,120,12.0,0.1,30,83,1.516334,1.516965,1.749394
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_019.json,dolly_pull_out,120,12.0,0.1,30,83,1.502541,1.517122,1.947304
trajectoryToLearn/world_json/cinematic_db/crane_down/crane_down_008.json,crane_down,120,12.0,0.1,30,83,1.515223,1.517133,1.606777
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_075.json,dolly_pull_out,120,12.0,0.1,30,83,1.516276,1.517993,1.827809
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_006.json,dolly_pull_out,120,12.0,0.1,30,83,1.51652,1.517999,1.750167
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_012.json,dolly_pull_out,120,12.0,0.1,30,83,1.517031,1.518745,1.770699
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_040.json,dolly_pull_out,120,12.0,0.1,30,83,1.506275,1.518785,1.889052
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_096.json,dolly_pull_out,120,12.0,0.1,30,83,1.512347,1.519219,1.748507
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_090.json,dolly_pull_out,120,12.0,0.1,30,83,1.50077,1.51933,1.851675
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_097.json,dolly_pull_out,120,12.0,0.1,30,83,1.500602,1.519345,1.855831
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_044.json,dolly_pull_out,120,12.0,0.1,30,83,1.500462,1.519582,1.898155
trajectoryToLearn/world_json/cinematic_db/handheld_subtle/handheld_subtle_085.json,handheld_subtle,120,12.0,0.1,30,83,1.185049,1.520145,2.630212
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_051.json,dolly_pull_out,120,12.0,0.1,30,83,1.507283,1.520381,1.766072
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_017.json,dolly_pull_out,120,12.0,0.1,30,83,1.519786,1.520811,1.819955
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_065.json,dolly_pull_out,120,12.0,0.1,30,83,1.505356,1.521059,1.787987
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_041.json,dolly_pull_out,120,12.0,0.1,30,83,1.512997,1.521386,1.795111
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_085.json,dolly_pull_out,120,12.0,0.1,30,83,1.50929,1.522839,1.769707
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_093.json,dolly_pull_out,120,12.0,0.1,30,83,1.500421,1.523263,1.925847
trajectoryToLearn/world_json/cinematic_db/crane_up/crane_up_030.json,crane_up,120,12.0,0.1,30,83,1.518555,1.523353,1.573852
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_095.json,dolly_pull_out,120,12.0,0.1,30,83,1.501884,1.523601,1.920349
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_039.json,dolly_pull_out,120,12.0,0.1,30,83,1.500317,1.523741,1.950437
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_088.json,dolly_pull_out,120,12.0,0.1,30,83,1.507012,1.524099,1.817205
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_098.json,dolly_pull_out,120,12.0,0.1,30,83,1.500922,1.52424,1.846595
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_087.json,dolly_pull_out,120,12.0,0.1,30,83,1.500031,1.524768,1.873535
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_025.json,dolly_pull_out,120,12.0,0.1,30,83,1.513155,1.525049,1.835593
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_009.json,dolly_pull_out,120,12.0,0.1,30,83,1.520937,1.525051,1.770325
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_067.json,dolly_pull_out,120,12.0,0.1,30,83,1.509827,1.526959,1.896916
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_073.json,dolly_pull_out,120,12.0,0.1,30,83,1.504839,1.527271,1.815387
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_092.json,dolly_pull_out,120,12.0,0.1,30,83,1.515346,1.52729,1.789979
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_063.json,dolly_pull_out,120,12.0,0.1,30,83,1.513729,1.528859,1.866608
trajectoryToLearn/world_json/cinematic_db/dolly_pull_out/dolly_pull_out_089.json,dolly_pull_out,120,12.0,0.1,30,83,1.500066,1.529619,2.02134
